* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Users\mahdi\Desktop\Wall-Mydlarz qPCR\20151204_CW_Mydlarz-plate2.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1	2.1	C	UNKNOWN	VIC	NFQ-MGB	33.4515	32.2447	1.7067				false	0.01	false	3	20		Y	N
A1	2.1	D	UNKNOWN	FAM	NFQ-MGB	34.1316	32.7973	1.887				false	0.01	false	3	20		Y	N
A2	2.1	C	UNKNOWN	VIC	NFQ-MGB	31.0379	32.2447	1.7067				false	0.01	false	3	20		Y	N
A2	2.1	D	UNKNOWN	FAM	NFQ-MGB	31.4631	32.7973	1.887				false	0.01	false	3	20		Y	N
A3	7.1	C	UNKNOWN	VIC	NFQ-MGB	29.511	29.7123	0.2847				false	0.01	false	3	20		N	N
A3	7.1	D	UNKNOWN	FAM	NFQ-MGB	38.5409	38.4693	0.1013				false	0.01	false	3	20		N	N
A4	7.1	C	UNKNOWN	VIC	NFQ-MGB	29.9136	29.7123	0.2847				false	0.01	false	3	20		N	N
A4	7.1	D	UNKNOWN	FAM	NFQ-MGB	38.3977	38.4693	0.1013				false	0.01	false	3	20		N	N
A5	Bleaching-2014-46	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
A5	Bleaching-2014-46	D	UNKNOWN	FAM	NFQ-MGB	31.2635	31.0717	0.2713				false	0.01	false	3	20		N	Y
A6	Bleaching-2014-46	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A6	Bleaching-2014-46	D	UNKNOWN	FAM	NFQ-MGB	30.8799	31.0717	0.2713				false	0.01	false	3	20		N	N
A7	Bleaching-2014-57	C	UNKNOWN	VIC	NFQ-MGB	28.0919	28.008	0.1187				false	0.01	false	3	20		N	N
A7	Bleaching-2014-57	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A8	Bleaching-2014-57	C	UNKNOWN	VIC	NFQ-MGB	27.924	28.008	0.1187				false	0.01	false	3	20		N	N
A8	Bleaching-2014-57	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A9	Bleaching-2014-67	C	UNKNOWN	VIC	NFQ-MGB	34.6303	35.4616	1.1757				false	0.01	false	3	20		Y	N
A9	Bleaching-2014-67	D	UNKNOWN	FAM	NFQ-MGB	27.9946	28.2206	0.3195				false	0.01	false	3	20		Y	N
A10	Bleaching-2014-67	C	UNKNOWN	VIC	NFQ-MGB	36.293	35.4616	1.1757				false	0.01	false	3	20		Y	N
A10	Bleaching-2014-67	D	UNKNOWN	FAM	NFQ-MGB	28.4465	28.2206	0.3195				false	0.01	false	3	20		Y	N
A11	Bleaching-2014-80	C	UNKNOWN	VIC	NFQ-MGB	29.4712	30.946	2.0856				false	0.01	false	3	20		Y	N
A11	Bleaching-2014-80	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
A12	Bleaching-2014-80	C	UNKNOWN	VIC	NFQ-MGB	32.4207	30.946	2.0856				false	0.01	false	3	20		Y	N
A12	Bleaching-2014-80	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
B1	2.25	C	UNKNOWN	VIC	NFQ-MGB	29.9032	30.1097	0.292				false	0.01	false	3	20		N	N
B1	2.25	D	UNKNOWN	FAM	NFQ-MGB	29.9647	29.938	0.0377				false	0.01	false	3	20		N	N
B2	2.25	C	UNKNOWN	VIC	NFQ-MGB	30.3162	30.1097	0.292				false	0.01	false	3	20		N	N
B2	2.25	D	UNKNOWN	FAM	NFQ-MGB	29.9113	29.938	0.0377				false	0.01	false	3	20		N	N
B3	7.25	C	UNKNOWN	VIC	NFQ-MGB	30.0471	29.7821	0.3747				false	0.01	false	3	20		Y	N
