* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Users\mahdi\Desktop\Wall-Mydlarz qPCR\FEB14.eds
* Experiment RunEnd Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1	T3Hot-Feb2014-R14_3	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
A1	T3Hot-Feb2014-R14_3	D	UNKNOWN	FAM	NFQ-MGB	30.3618	29.1828	1.6674				false	0.01	false	3	20		Y	N
A2	T3Hot-Feb2014-R14_3	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
A2	T3Hot-Feb2014-R14_3	D	UNKNOWN	FAM	NFQ-MGB	28.0037	29.1828	1.6674				false	0.01	false	3	20		Y	N
A3	T3Hot-Feb2014-R14_45	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A3	T3Hot-Feb2014-R14_45	D	UNKNOWN	FAM	NFQ-MGB	27.6541	27.6733	0.0272				false	0.01	false	3	20		N	N
A4	T3Hot-Feb2014-R14_45	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A4	T3Hot-Feb2014-R14_45	D	UNKNOWN	FAM	NFQ-MGB	27.6925	27.6733	0.0272				false	0.01	false	3	20		N	N
A5	T14Amb-Feb2014-R14_7	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A5	T14Amb-Feb2014-R14_7	D	UNKNOWN	FAM	NFQ-MGB	28.1989	28.4064	0.2935				false	0.01	false	3	20		N	N
A6	T14Amb-Feb2014-R14_7	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A6	T14Amb-Feb2014-R14_7	D	UNKNOWN	FAM	NFQ-MGB	28.614	28.4064	0.2935				false	0.01	false	3	20		N	N
A7	T13Amb-Feb2014-R14_29	C	UNKNOWN	VIC	NFQ-MGB	31.4508	31.116	0.4734				false	0.01	false	3	20		Y	N
A7	T13Amb-Feb2014-R14_29	D	UNKNOWN	FAM	NFQ-MGB	32.1413	32.5508	0.5791				false	0.01	false	3	20		Y	N
A8	T13Amb-Feb2014-R14_29	C	UNKNOWN	VIC	NFQ-MGB	30.7813	31.116	0.4734				false	0.01	false	3	20		Y	N
A8	T13Amb-Feb2014-R14_29	D	UNKNOWN	FAM	NFQ-MGB	32.9603	32.5508	0.5791				false	0.01	false	3	20		Y	N
A9	T1Hot-Feb2014-Lil_41	C	UNKNOWN	VIC	NFQ-MGB	29.4955	30.394	1.2706				false	0.01	false	3	20		Y	N
A9	T1Hot-Feb2014-Lil_41	D	UNKNOWN	FAM	NFQ-MGB	35.1138	34.4613	0.9228				false	0.01	false	3	20		Y	N
A10	T1Hot-Feb2014-Lil_41	C	UNKNOWN	VIC	NFQ-MGB	31.2925	30.394	1.2706				false	0.01	false	3	20		Y	N
A10	T1Hot-Feb2014-Lil_41	D	UNKNOWN	FAM	NFQ-MGB	33.8087	34.4613	0.9228				false	0.01	false	3	20		Y	N
A11	T13Amb-Feb2014-R14_37	C	UNKNOWN	VIC	NFQ-MGB	39.1819	39.1819					false	0.01	false	3	20		Y	N
A11	T13Amb-Feb2014-R14_37	D	UNKNOWN	FAM	NFQ-MGB	28.5857	29.1487	0.7962				false	0.01	false	3	20		Y	N
A12	T13Amb-Feb2014-R14_37	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.1819					false	0.01	false	3	20		Y	N
A12	T13Amb-Feb2014-R14_37	D	UNKNOWN	FAM	NFQ-MGB	29.7116	29.1487	0.7962				false	0.01	false	3	20		Y	N
B1	T3Hot-Feb2014-R14_5	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
B1	T3Hot-Feb2014-R14_5	D	UNKNOWN	FAM	NFQ-MGB	28.2678	28.0221	0.3475				false	0.01	false	3	20		N	Y
B2	T3Hot-Feb2014-R14_5	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
B2	T3Hot-Feb2014-R14_5	D	UNKNOWN	FAM	NFQ-MGB	27.7763	28.0221	0.3475				false	0.01	false	3	20		N	Y
B3	T14Amb-Feb2014-Lil_3	C	UNKNOWN	VIC	NFQ-MGB	37.1329	37.199	0.0935				false	0.01	false	3	20		N	N
B3	T14Amb-Feb2014-Lil_3	D	UNKNOWN	FAM	NFQ-MGB	28.2798	28.4324	0.2158				false	0.01	false	3	20		N	N
B4	T14Amb-Feb2014-Lil_3	C	UNKNOWN	VIC	NFQ-MGB	37.2652	37.199	0.0935				false	0.01	false	3	20		N	N
B4	T14Amb-Feb2014-Lil_3	D	UNKNOWN	FAM	NFQ-MGB	28.5849	28.4324	0.2158				false	0.01	false	3	20		N	N
B5	T13Amb-Feb2014-Lil_44	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	Y
B5	T13Amb-Feb2014-Lil_44	D	UNKNOWN	FAM	NFQ-MGB	30.1421	30.9024	1.0752				false	0.01	false	3	20		Y	Y
B6	T13Amb-Feb2014-Lil_44	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	Y
B6	T13Amb-Feb2014-Lil_44	D	UNKNOWN	FAM	NFQ-MGB	31.6627	30.9024	1.0752				false	0.01	false	3	20		Y	Y
B7	T13Amb-Feb2014-R14_43	C	UNKNOWN	VIC	NFQ-MGB	34.1266	34.7458	0.8757				false	0.01	false	3	20		Y	N
B7	T13Amb-Feb2014-R14_43	D	UNKNOWN	FAM	NFQ-MGB	29.347	29.9185	0.8082				false	0.01	false	3	20		Y	N
B8	T13Amb-Feb2014-R14_43	C	UNKNOWN	VIC	NFQ-MGB	35.365	34.7458	0.8757				false	0.01	false	3	20		Y	N
B8	T13Amb-Feb2014-R14_43	D	UNKNOWN	FAM	NFQ-MGB	30.49	29.9185	0.8082				false	0.01	false	3	20		Y	N
B9	T3Hot-Feb2014-R14_48	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	37.1084					false	0.01	false	3	20		N	Y
B9	T3Hot-Feb2014-R14_48	D	UNKNOWN	FAM	NFQ-MGB	28.0003	28.0104	0.0143				false	0.01	false	3	20		N	Y
B10	T3Hot-Feb2014-R14_48	C	UNKNOWN	VIC	NFQ-MGB	37.1084	37.1084					false	0.01	false	3	20		N	N
B10	T3Hot-Feb2014-R14_48	D	UNKNOWN	FAM	NFQ-MGB	28.0205	28.0104	0.0143				false	0.01	false	3	20		N	N
B11	T1Hot-Feb2014-R14_49	C	UNKNOWN	VIC	NFQ-MGB	39.6595	39.6595					false	0.01	false	3	20		N	N
B11	T1Hot-Feb2014-R14_49	D	UNKNOWN	FAM	NFQ-MGB	26.7372	26.8464	0.1545				false	0.01	false	3	20		N	N
B12	T1Hot-Feb2014-R14_49	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.6595					false	0.01	false	3	20		N	Y
B12	T1Hot-Feb2014-R14_49	D	UNKNOWN	FAM	NFQ-MGB	26.9557	26.8464	0.1545				false	0.01	false	3	20		N	Y
C1	T14Amb-Feb2014-Lil_46	C	UNKNOWN	VIC	NFQ-MGB	36.8222	35.7641	1.4965				false	0.01	false	3	20		Y	N
C1	T14Amb-Feb2014-Lil_46	D	UNKNOWN	FAM	NFQ-MGB	27.665	27.6849	0.0282				false	0.01	false	3	20		Y	N
C2	T14Amb-Feb2014-Lil_46	C	UNKNOWN	VIC	NFQ-MGB	34.7059	35.7641	1.4965				false	0.01	false	3	20		Y	N
C2	T14Amb-Feb2014-Lil_46	D	UNKNOWN	FAM	NFQ-MGB	27.7048	27.6849	0.0282				false	0.01	false	3	20		Y	N
C3	T14Amb-Feb2014-R14_26	C	UNKNOWN	VIC	NFQ-MGB	32.4633	32.5551	0.1299				false	0.01	false	3	20		N	N
C3	T14Amb-Feb2014-R14_26	D	UNKNOWN	FAM	NFQ-MGB	28.921	28.9568	0.0505				false	0.01	false	3	20		N	N
C4	T14Amb-Feb2014-R14_26	C	UNKNOWN	VIC	NFQ-MGB	32.647	32.5551	0.1299				false	0.01	false	3	20		N	N
C4	T14Amb-Feb2014-R14_26	D	UNKNOWN	FAM	NFQ-MGB	28.9925	28.9568	0.0505				false	0.01	false	3	20		N	N
C5	T3Hot-Feb2014-R14_39	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
C5	T3Hot-Feb2014-R14_39	D	UNKNOWN	FAM	NFQ-MGB	28.5706	28.6063	0.0506				false	0.01	false	3	20		N	Y
C6	T3Hot-Feb2014-R14_39	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
C6	T3Hot-Feb2014-R14_39	D	UNKNOWN	FAM	NFQ-MGB	28.6421	28.6063	0.0506				false	0.01	false	3	20		N	N
C7	T13Amb-Feb2014-R14_32	C	UNKNOWN	VIC	NFQ-MGB	37.6673	37.9408	0.3869				false	0.01	false	3	20		N	N
C7	T13Amb-Feb2014-R14_32	D	UNKNOWN	FAM	NFQ-MGB	26.8015	27.005	0.2878				false	0.01	false	3	20		N	N
C8	T13Amb-Feb2014-R14_32	C	UNKNOWN	VIC	NFQ-MGB	38.2144	37.9408	0.3869				false	0.01	false	3	20		N	N
C8	T13Amb-Feb2014-R14_32	D	UNKNOWN	FAM	NFQ-MGB	27.2085	27.005	0.2878				false	0.01	false	3	20		N	N
C9	T1Hot-Feb2014-R14_6	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
C9	T1Hot-Feb2014-R14_6	D	UNKNOWN	FAM	NFQ-MGB	26.2085	26.5131	0.4308				false	0.01	false	3	20		N	N
C10	T1Hot-Feb2014-R14_6	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
C10	T1Hot-Feb2014-R14_6	D	UNKNOWN	FAM	NFQ-MGB	26.8177	26.5131	0.4308				false	0.01	false	3	20		N	N
C11	T1Hot-Feb2014-Lil_39	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	35.9297					false	0.01	false	3	20		N	Y
C11	T1Hot-Feb2014-Lil_39	D	UNKNOWN	FAM	NFQ-MGB	30.8272	30.7405	0.1226				false	0.01	false	3	20		N	Y
C12	T1Hot-Feb2014-Lil_39	C	UNKNOWN	VIC	NFQ-MGB	35.9297	35.9297					false	0.01	false	3	20		N	N
C12	T1Hot-Feb2014-Lil_39	D	UNKNOWN	FAM	NFQ-MGB	30.6537	30.7405	0.1226				false	0.01	false	3	20		N	N
D1	T14Amb-Feb2014-Lil_9	C	UNKNOWN	VIC	NFQ-MGB	35.3339	35.8417	0.7181				false	0.01	false	3	20		Y	N
D1	T14Amb-Feb2014-Lil_9	D	UNKNOWN	FAM	NFQ-MGB	28.4076	28.2146	0.2729				false	0.01	false	3	20		Y	N
D2	T14Amb-Feb2014-Lil_9	C	UNKNOWN	VIC	NFQ-MGB	36.3494	35.8417	0.7181				false	0.01	false	3	20		Y	N
D2	T14Amb-Feb2014-Lil_9	D	UNKNOWN	FAM	NFQ-MGB	28.0217	28.2146	0.2729				false	0.01	false	3	20		Y	N
D3	T3Hot-Feb2014-Lil_38	C	UNKNOWN	VIC	NFQ-MGB	29.3108	29.4348	0.1753				false	0.01	false	3	20		N	Y
D3	T3Hot-Feb2014-Lil_38	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	34.129					false	0.01	false	3	20		N	Y
D4	T3Hot-Feb2014-Lil_38	C	UNKNOWN	VIC	NFQ-MGB	29.5587	29.4348	0.1753				false	0.01	false	3	20		N	N
D4	T3Hot-Feb2014-Lil_38	D	UNKNOWN	FAM	NFQ-MGB	34.129	34.129					false	0.01	false	3	20		N	N
D5	T13Amb-Feb2014-Lil_48	C	UNKNOWN	VIC	NFQ-MGB	29.6798	29.6393	0.0574				false	0.01	false	3	20		N	Y
D5	T13Amb-Feb2014-Lil_48	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
D6	T13Amb-Feb2014-Lil_48	C	UNKNOWN	VIC	NFQ-MGB	29.5987	29.6393	0.0574				false	0.01	false	3	20		N	Y
D6	T13Amb-Feb2014-Lil_48	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
D7	T3Hot-Feb2014-Lil_42	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.095					false	0.01	false	3	20		Y	N
D7	T3Hot-Feb2014-Lil_42	D	UNKNOWN	FAM	NFQ-MGB	29.9066	29.1726	1.038				false	0.01	false	3	20		Y	N
D8	T3Hot-Feb2014-Lil_42	C	UNKNOWN	VIC	NFQ-MGB	39.095	39.095					false	0.01	false	3	20		Y	N
D8	T3Hot-Feb2014-Lil_42	D	UNKNOWN	FAM	NFQ-MGB	28.4387	29.1726	1.038				false	0.01	false	3	20		Y	N
D9	T1Hot-Feb2014-Lil_31	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
D9	T1Hot-Feb2014-Lil_31	D	UNKNOWN	FAM	NFQ-MGB	27.7466	27.726	0.0291				false	0.01	false	3	20		N	N
D10	T1Hot-Feb2014-Lil_31	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
D10	T1Hot-Feb2014-Lil_31	D	UNKNOWN	FAM	NFQ-MGB	27.7055	27.726	0.0291				false	0.01	false	3	20		N	N
D11	T1Hot-Feb2014-Lil_29	C	UNKNOWN	VIC	NFQ-MGB	39.4245	37.5034	2.7169				false	0.01	false	3	20		Y	N
D11	T1Hot-Feb2014-Lil_29	D	UNKNOWN	FAM	NFQ-MGB	28.0258	28.626	0.8488				false	0.01	false	3	20		Y	N
D12	T1Hot-Feb2014-Lil_29	C	UNKNOWN	VIC	NFQ-MGB	35.5822	37.5034	2.7169				false	0.01	false	3	20		Y	N
D12	T1Hot-Feb2014-Lil_29	D	UNKNOWN	FAM	NFQ-MGB	29.2262	28.626	0.8488				false	0.01	false	3	20		Y	N
E1	T1Hot-Feb2014-Lil_40	C	UNKNOWN	VIC	NFQ-MGB	33.2813	33.7927	0.7232				false	0.01	false	3	20		Y	N
E1	T1Hot-Feb2014-Lil_40	D	UNKNOWN	FAM	NFQ-MGB	28.1662	28.1593	0.0098				false	0.01	false	3	20		Y	N
