* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Users\mahdi\Desktop\Wall-Mydlarz qPCR\20151121_Kennedy.eds
* Experiment Run End Time = 2015-11-21 14:19:06 PM HST
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1	Bleaching-2014-9	C	UNKNOWN	VIC	NFQ-MGB	30.2541	29.341	1.2914				false	0.01	false	3	20		Y	N
A1	Bleaching-2014-9	D	UNKNOWN	FAM	NFQ-MGB	38.1775	38.1775					false	0.01	false	3	20		Y	N
A2	Bleaching-2014-9	C	UNKNOWN	VIC	NFQ-MGB	28.4279	29.341	1.2914				false	0.01	false	3	20		Y	N
A2	Bleaching-2014-9	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	38.1775					false	0.01	false	3	20		Y	N
A3	Bleaching-2014-20	C	UNKNOWN	VIC	NFQ-MGB	37.5931	38.0259	0.6122				false	0.01	false	3	20		Y	N
A3	Bleaching-2014-20	D	UNKNOWN	FAM	NFQ-MGB	29.3855	29.3394	0.0652				false	0.01	false	3	20		Y	N
A4	Bleaching-2014-20	C	UNKNOWN	VIC	NFQ-MGB	38.4588	38.0259	0.6122				false	0.01	false	3	20		Y	N
A4	Bleaching-2014-20	D	UNKNOWN	FAM	NFQ-MGB	29.2933	29.3394	0.0652				false	0.01	false	3	20		Y	N
A5	Bleaching-2014-22	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A5	Bleaching-2014-22	D	UNKNOWN	FAM	NFQ-MGB	31.4889	31.6823	0.2735				false	0.01	false	3	20		N	N
A6	Bleaching-2014-22	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A6	Bleaching-2014-22	D	UNKNOWN	FAM	NFQ-MGB	31.8757	31.6823	0.2735				false	0.01	false	3	20		N	N
A7	Bleaching-2014-66	C	UNKNOWN	VIC	NFQ-MGB	31.8051	29.6775	3.0089				false	0.01	false	3	20		Y	Y
A7	Bleaching-2014-66	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	37.7118					false	0.01	false	3	20		Y	Y
A8	Bleaching-2014-66	C	UNKNOWN	VIC	NFQ-MGB	27.5499	29.6775	3.0089				false	0.01	false	3	20		Y	N
A8	Bleaching-2014-66	D	UNKNOWN	FAM	NFQ-MGB	37.7118	37.7118					false	0.01	false	3	20		Y	N
A9	Bleaching-2014-1	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A9	Bleaching-2014-1	D	UNKNOWN	FAM	NFQ-MGB	27.9809	28.0212	0.057				false	0.01	false	3	20		N	N
A10	Bleaching-2014-1	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A10	Bleaching-2014-1	D	UNKNOWN	FAM	NFQ-MGB	28.0615	28.0212	0.057				false	0.01	false	3	20		N	N
A11	Bleaching-2014-43	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
A11	Bleaching-2014-43	D	UNKNOWN	FAM	NFQ-MGB	28.5733	29.6393	1.5075				false	0.01	false	3	20		Y	N
A12	Bleaching-2014-43	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	Y
A12	Bleaching-2014-43	D	UNKNOWN	FAM	NFQ-MGB	30.7052	29.6393	1.5075				false	0.01	false	3	20		Y	Y
B1	Bleaching-2014-49	C	UNKNOWN	VIC	NFQ-MGB	30.0934	29.7361	0.5053				false	0.01	false	3	20		Y	N
B1	Bleaching-2014-49	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	36.566					false	0.01	false	3	20		Y	N
B2	Bleaching-2014-49	C	UNKNOWN	VIC	NFQ-MGB	29.3787	29.7361	0.5053				false	0.01	false	3	20		Y	N
B2	Bleaching-2014-49	D	UNKNOWN	FAM	NFQ-MGB	36.566	36.566					false	0.01	false	3	20		Y	N
B3	Bleaching-2014-26	C	UNKNOWN	VIC	NFQ-MGB	28.4804	28.8021	0.4549				false	0.01	false	3	20		N	N
B3	Bleaching-2014-26	D	UNKNOWN	FAM	NFQ-MGB	31.0553	30.9421	0.1601				false	0.01	false	3	20		N	N
B4	Bleaching-2014-26	C	UNKNOWN	VIC	NFQ-MGB	29.1238	28.8021	0.4549				false	0.01	false	3	20		N	N
B4	Bleaching-2014-26	D	UNKNOWN	FAM	NFQ-MGB	30.8288	30.9421	0.1601				false	0.01	false	3	20		N	N
B5	Bleaching-2014-8	C	UNKNOWN	VIC	NFQ-MGB	35.9856	35.9856					false	0.01	false	3	20		N	N
B5	Bleaching-2014-8	D	UNKNOWN	FAM	NFQ-MGB	26.7723	26.6516	0.1707				false	0.01	false	3	20		N	N
B6	Bleaching-2014-8	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	35.9856					false	0.01	false	3	20		N	N
B6	Bleaching-2014-8	D	UNKNOWN	FAM	NFQ-MGB	26.5308	26.6516	0.1707				false	0.01	false	3	20		N	N
B7	Bleaching-2014-65	C	UNKNOWN	VIC	NFQ-MGB	27.4664	27.5238	0.0811				false	0.01	false	3	20		N	N
B7	Bleaching-2014-65	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	36.3199					false	0.01	false	3	20		N	N
B8	Bleaching-2014-65	C	UNKNOWN	VIC	NFQ-MGB	27.5811	27.5238	0.0811				false	0.01	false	3	20		N	N
B8	Bleaching-2014-65	D	UNKNOWN	FAM	NFQ-MGB	36.3199	36.3199					false	0.01	false	3	20		N	N
B9	Bleaching-2014-78	C	UNKNOWN	VIC	NFQ-MGB	28.052	27.8782	0.2459				false	0.01	false	3	20		Y	N
B9	Bleaching-2014-78	D	UNKNOWN	FAM	NFQ-MGB	34.9962	35.8156	1.1588				false	0.01	false	3	20		Y	N
B10	Bleaching-2014-78	C	UNKNOWN	VIC	NFQ-MGB	27.7043	27.8782	0.2459				false	0.01	false	3	20		Y	N
