* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Users\mahdi\Desktop\Wall-Mydlarz qPCR\alex_qPCR_4.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	Recovery-2016-24	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	38.4629					false	0.1	false	3	20		N	N
A2	Recovery-2016-24	D	UNKNOWN	FAM	NFQ-MGB	31.5153	31.6275	0.1586				true	0.1	true	3	20		N	N
A3	Recovery-2016-28	C	UNKNOWN	VIC	NFQ-MGB	38.149	38.0432	0.1497				false	0.1	false	3	20		N	N
A3	Recovery-2016-28	D	UNKNOWN	FAM	NFQ-MGB	32.8059	32.6198	0.2631				true	0.1	true	3	20		N	N
A4	Recovery-2016-32	C	UNKNOWN	VIC	NFQ-MGB	32.1021	32.154	0.0733				false	0.1	false	3	20		Y	N
A4	Recovery-2016-32	D	UNKNOWN	FAM	NFQ-MGB	36.6638	37.3068	0.9092				true	0.1	true	3	20		Y	N
A5	Recovery-2016-36	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.1818					false	0.1	false	3	20		Y	N
A5	Recovery-2016-36	D	UNKNOWN	FAM	NFQ-MGB	32.4086	31.611	1.1281				true	0.1	true	3	20		Y	N
A6	Recovery-2016-40	C	UNKNOWN	VIC	NFQ-MGB	37.2403	37.2895	0.0696				false	0.1	false	3	20		N	N
A6	Recovery-2016-40	D	UNKNOWN	FAM	NFQ-MGB	32.4775	32.3447	0.1879				true	0.1	true	3	20		N	N
A7	Recovery-2016-67	C	UNKNOWN	VIC	NFQ-MGB	34.3173	34.8104	0.6974				false	0.1	false	3	20		Y	N
A7	Recovery-2016-67	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.1	true	3	20		Y	N
A8	Recovery-2016-71	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.1	false	3	20		N	Y
A8	Recovery-2016-71	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.1	true	3	20		N	Y
A9	Recovery-2016-75	C	UNKNOWN	VIC	NFQ-MGB	35.4428	35.8829	0.6223				false	0.1	false	3	20		Y	N
A9	Recovery-2016-75	D	UNKNOWN	FAM	NFQ-MGB	31.4073	31.4852	0.1102				true	0.1	true	3	20		Y	N
A10	Recovery-2016-79	C	UNKNOWN	VIC	NFQ-MGB	37.4587	37.0218	0.6178				false	0.1	false	3	20		Y	N
A10	Recovery-2016-79	D	UNKNOWN	FAM	NFQ-MGB	32.2043	32.0586	0.2061				true	0.1	true	3	20		Y	N
A11	Recovery-2016-52	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	31.1076					false	0.1	false	3	20		N	Y
A11	Recovery-2016-52	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.1	true	3	20		N	Y
A12																		N	N
B1	Recovery-2016-21	C	UNKNOWN	VIC	NFQ-MGB	33.0735	33.2074	0.1894				false	0.1	false	3	20		N	N
B1	Recovery-2016-21	D	UNKNOWN	FAM	NFQ-MGB	32.2106	32.1609	0.0702				true	0.1	true	3	20		N	N
B2	Recovery-2016-24	C	UNKNOWN	VIC	NFQ-MGB	38.4629	38.4629					false	0.1	false	3	20		N	N
B2	Recovery-2016-24	D	UNKNOWN	FAM	NFQ-MGB	31.7396	31.6275	0.1586				true	0.1	true	3	20		N	N
B3	Recovery-2016-28	C	UNKNOWN	VIC	NFQ-MGB	37.9373	38.0432	0.1497				false	0.1	false	3	20		N	N
B3	Recovery-2016-28	D	UNKNOWN	FAM	NFQ-MGB	32.4338	32.6198	0.2631				true	0.1	true	3	20		N	N
B4	Recovery-2016-32	C	UNKNOWN	VIC	NFQ-MGB	32.2059	32.154	0.0733				false	0.1	false	3	20		Y	N
B4	Recovery-2016-32	D	UNKNOWN	FAM	NFQ-MGB	37.9497	37.3068	0.9092				true	0.1	true	3	20		Y	N
B5	Recovery-2016-36	C	UNKNOWN	VIC	NFQ-MGB	39.1818	39.1818					false	0.1	false	3	20		Y	N
B5	Recovery-2016-36	D	UNKNOWN	FAM	NFQ-MGB	30.8133	31.611	1.1281				true	0.1	true	3	20		Y	N
B6	Recovery-2016-40	C	UNKNOWN	VIC	NFQ-MGB	37.3388	37.2895	0.0696				false	0.1	false	3	20		N	N
B6	Recovery-2016-40	D	UNKNOWN	FAM	NFQ-MGB	32.2118	32.3447	0.1879				true	0.1	true	3	20		N	N
B7	Recovery-2016-67	C	UNKNOWN	VIC	NFQ-MGB	35.3035	34.8104	0.6974				false	0.1	false	3	20		Y	Y
B7	Recovery-2016-67	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						true	0.1	true	3	20		Y	Y
B8	Recovery-2016-71	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.1	false	3	20		N	Y
