* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Users\mahdi\Desktop\Wall-Mydlarz qPCR\wall mydlarz April 2016.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1	Bleaching-2014-30	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	34.511					false	0.01	false	3	20		Y	N
A1	Bleaching-2014-30	D	UNKNOWN	FAM	NFQ-MGB	29.085	32.1661	4.3573				false	0.01	false	3	20		Y	N
A2	Bleaching-2014-30	C	UNKNOWN	VIC	NFQ-MGB	34.511	34.511					false	0.01	false	3	20		Y	N
A2	Bleaching-2014-30	D	UNKNOWN	FAM	NFQ-MGB	35.2471	32.1661	4.3573				false	0.01	false	3	20		Y	N
A3	Bleaching-2014-85	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
A3	Bleaching-2014-85	D	UNKNOWN	FAM	NFQ-MGB	26.9727	27.6107	0.9022				false	0.01	false	3	20		Y	N
A4	Bleaching-2014-85	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
A4	Bleaching-2014-85	D	UNKNOWN	FAM	NFQ-MGB	28.2486	27.6107	0.9022				false	0.01	false	3	20		Y	N
A5	Recovery-2015-32	C	UNKNOWN	VIC	NFQ-MGB	29.2244	29.1405	0.1187				false	0.01	false	3	20		N	N
A5	Recovery-2015-32	D	UNKNOWN	FAM	NFQ-MGB	28.2884	28.4618	0.2452				false	0.01	false	3	20		N	N
A6	Recovery-2015-32	C	UNKNOWN	VIC	NFQ-MGB	29.0566	29.1405	0.1187				false	0.01	false	3	20		N	N
A6	Recovery-2015-32	D	UNKNOWN	FAM	NFQ-MGB	28.6351	28.4618	0.2452				false	0.01	false	3	20		N	N
A7	NA	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
A7	NA	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
A8																		N	N
A9																		N	N
A10																		N	N
A11																		N	N
A12																		N	N
B1	Recovery-2015-22	C	UNKNOWN	VIC	NFQ-MGB	38.1314	34.626	4.9574				false	0.01	false	3	20		Y	N
B1	Recovery-2015-22	D	UNKNOWN	FAM	NFQ-MGB	28.7521	28.7521					false	0.01	false	3	20		Y	N
B2	Recovery-2015-22	C	UNKNOWN	VIC	NFQ-MGB	31.1206	34.626	4.9574				false	0.01	false	3	20		Y	N
B2	Recovery-2015-22	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	28.7521					false	0.01	false	3	20		Y	N
B3	Recovery-2015-15	C	UNKNOWN	VIC	NFQ-MGB	25.8889	27.222	1.8854				false	0.01	false	3	20		Y	N
B3	Recovery-2015-15	D	UNKNOWN	FAM	NFQ-MGB	31.0011	31.0011					false	0.01	false	3	20		Y	N
B4	Recovery-2015-15	C	UNKNOWN	VIC	NFQ-MGB	28.5552	27.222	1.8854				false	0.01	false	3	20		Y	N
B4	Recovery-2015-15	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	31.0011					false	0.01	false	3	20		Y	N
