* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Users\mahdi\Desktop\Wall-Mydlarz qPCR\alex_qPCR_2c.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2	Bleaching-2015-24	C	UNKNOWN	VIC	NFQ-MGB	30.0543	30.1088	0.0771				false	0.01	false	3	20		N	N
A2	Bleaching-2015-24	D	UNKNOWN	FAM	NFQ-MGB	34.2114	34.0287	0.2584				false	0.01	false	3	20		N	N
A3	Bleaching-2015-28	C	UNKNOWN	VIC	NFQ-MGB	28.2346	28.261	0.0372				false	0.01	false	3	20		N	N
A3	Bleaching-2015-28	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A4	Bleaching-2015-32	C	UNKNOWN	VIC	NFQ-MGB	31.4324	31.274	0.2241				false	0.01	false	3	20		N	N
A4	Bleaching-2015-32	D	UNKNOWN	FAM	NFQ-MGB	28.1136	27.9987	0.1624				false	0.01	false	3	20		N	N
A5	Bleaching-2015-36	C	UNKNOWN	VIC	NFQ-MGB	29.135	28.5293	0.8566				false	0.01	false	3	20		Y	N
A5	Bleaching-2015-36	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	35.5457					false	0.01	false	3	20		Y	N
A6	Bleaching-2015-40	C	UNKNOWN	VIC	NFQ-MGB	26.9003	27.4779	0.8169				false	0.01	false	3	20		Y	N
A6	Bleaching-2015-40	D	UNKNOWN	FAM	NFQ-MGB	36.1709	36.1719	0.0015				false	0.01	false	3	20		Y	N
A7	Bleaching-2015-67	C	UNKNOWN	VIC	NFQ-MGB	31.2591	31.3222	0.0892				false	0.01	false	3	20		N	N
A7	Bleaching-2015-67	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A8	Bleaching-2015-71	C	UNKNOWN	VIC	NFQ-MGB	34.171	33.6255	0.7714				false	0.01	false	3	20		Y	N
A8	Bleaching-2015-71	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
A9	Bleaching-2015-75	C	UNKNOWN	VIC	NFQ-MGB	33.1908	32.8627	0.4641				false	0.01	false	3	20		N	N
A9	Bleaching-2015-75	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A10	Bleaching-2015-79	C	UNKNOWN	VIC	NFQ-MGB	34.1689	33.985	0.2601				false	0.01	false	3	20		N	N
A10	Bleaching-2015-79	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
A11																		N	N
A12																		N	N
B1	Bleaching-2015-21	C	UNKNOWN	VIC	NFQ-MGB	37.2573	36.7678	0.6923				false	0.01	false	3	20		Y	N
B1	Bleaching-2015-21	D	UNKNOWN	FAM	NFQ-MGB	30.1546	30.2867	0.1868				false	0.01	false	3	20		Y	N
B2	Bleaching-2015-24	C	UNKNOWN	VIC	NFQ-MGB	30.1633	30.1088	0.0771				false	0.01	false	3	20		N	N
B2	Bleaching-2015-24	D	UNKNOWN	FAM	NFQ-MGB	33.8459	34.0287	0.2584				false	0.01	false	3	20		N	N
B3	Bleaching-2015-28	C	UNKNOWN	VIC	NFQ-MGB	28.2873	28.261	0.0372				false	0.01	false	3	20		N	N
B3	Bleaching-2015-28	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
B4	Bleaching-2015-32	C	UNKNOWN	VIC	NFQ-MGB	31.1155	31.274	0.2241				false	0.01	false	3	20		N	N
B4	Bleaching-2015-32	D	UNKNOWN	FAM	NFQ-MGB	27.8839	27.9987	0.1624				false	0.01	false	3	20		N	N
B5	Bleaching-2015-36	C	UNKNOWN	VIC	NFQ-MGB	27.9236	28.5293	0.8566				false	0.01	false	3	20		Y	N
B5	Bleaching-2015-36	D	UNKNOWN	FAM	NFQ-MGB	35.5457	35.5457					false	0.01	false	3	20		Y	N
B6	Bleaching-2015-40	C	UNKNOWN	VIC	NFQ-MGB	28.0555	27.4779	0.8169				false	0.01	false	3	20		Y	N
B6	Bleaching-2015-40	D	UNKNOWN	FAM	NFQ-MGB	36.173	36.1719	0.0015				false	0.01	false	3	20		Y	N
B7	Bleaching-2015-67	C	UNKNOWN	VIC	NFQ-MGB	31.3853	31.3222	0.0892				false	0.01	false	3	20		N	N
B7	Bleaching-2015-67	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
B8	Bleaching-2015-71	C	UNKNOWN	VIC	NFQ-MGB	33.0801	33.6255	0.7714				false	0.01	false	3	20		Y	N
B8	Bleaching-2015-71	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		Y	N
B9	Bleaching-2015-75	C	UNKNOWN	VIC	NFQ-MGB	32.5345	32.8627	0.4641				false	0.01	false	3	20		N	N
B9	Bleaching-2015-75	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
B10	Bleaching-2015-79	C	UNKNOWN	VIC	NFQ-MGB	33.8011	33.985	0.2601				false	0.01	false	3	20		N	N
B10	Bleaching-2015-79	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	N
B11																		N	N
B12	DNAB	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
B12	DNAB	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
C1	Bleaching-2015-21	C	UNKNOWN	VIC	NFQ-MGB	36.2782	36.7678	0.6923				false	0.01	false	3	20		Y	N
C1	Bleaching-2015-21	D	UNKNOWN	FAM	NFQ-MGB	30.4188	30.2867	0.1868				false	0.01	false	3	20		Y	N
C2	Bleaching-2015-25	C	UNKNOWN	VIC	NFQ-MGB	37.6117	37.6117					false	0.01	false	3	20		N	N
C2	Bleaching-2015-25	D	UNKNOWN	FAM	NFQ-MGB	32.9305	32.8921	0.0543				false	0.01	false	3	20		N	N
C3	Bleaching-2015-29	C	UNKNOWN	VIC	NFQ-MGB	28.6644	28.2097	0.643				false	0.01	false	3	20		Y	N
C3	Bleaching-2015-29	D	UNKNOWN	FAM	NFQ-MGB	36.4507	36.3623	0.125				false	0.01	false	3	20		Y	N
C4	Bleaching-2015-33	C	UNKNOWN	VIC	NFQ-MGB	32.0852	31.5591	0.7439				false	0.01	false	3	20		Y	N
C4	Bleaching-2015-33	D	UNKNOWN	FAM	NFQ-MGB	30.924	30.2693	0.9258				false	0.01	false	3	20		Y	N
C5	Bleaching-2015-37	C	UNKNOWN	VIC	NFQ-MGB	35.108	35.0921	0.0226				false	0.01	false	3	20		N	N
C5	Bleaching-2015-37	D	UNKNOWN	FAM	NFQ-MGB	37.6453	37.6221	0.0328				false	0.01	false	3	20		N	N
C6	Bleaching-2015-64	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	38.1703					false	0.01	false	3	20		Y	N
C6	Bleaching-2015-64	D	UNKNOWN	FAM	NFQ-MGB	35.3866	34.8669	0.735				false	0.01	false	3	20		Y	N
C7	Bleaching-2015-68	C	UNKNOWN	VIC	NFQ-MGB	32.3491	31.8972	0.639				false	0.01	false	3	20		Y	N
C7	Bleaching-2015-68	D	UNKNOWN	FAM	NFQ-MGB	33.6005	34.0144	0.5852				false	0.01	false	3	20		Y	N
C8	Bleaching-2015-72	C	UNKNOWN	VIC	NFQ-MGB	36.6971	37.3946	0.9865				false	0.01	false	3	20		Y	N
C8	Bleaching-2015-72	D	UNKNOWN	FAM	NFQ-MGB	32.4423	33.1812	1.045				false	0.01	false	3	20		Y	N
C9	Bleaching-2015-76	C	UNKNOWN	VIC	NFQ-MGB	31.4719	31.8688	0.5613				false	0.01	false	3	20		Y	N
C9	Bleaching-2015-76	D	UNKNOWN	FAM	NFQ-MGB	28.926	29.5149	0.8329				false	0.01	false	3	20		Y	N
C10	Bleaching-2015-80	C	UNKNOWN	VIC	NFQ-MGB	35.5199	35.2485	0.3839				false	0.01	false	3	20		Y	N
