* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\Dec 2017_field Mydlarz redo.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP
A1																		N	N
A2																		N	N
A3	Bleaching-2015-7	C	UNKNOWN	VIC	NFQ-MGB	26.4889	26.3594	0.1831				false	0.01	false	3	20		Y	N
A3	Bleaching-2015-7	D	UNKNOWN	FAM	NFQ-MGB	31.4977	32.2878	1.1174				false	0.01	false	3	20		Y	N
A4	Bleaching-2015-7	C	UNKNOWN	VIC	NFQ-MGB	26.2299	26.3594	0.1831				false	0.01	false	3	20		Y	N
A4	Bleaching-2015-7	D	UNKNOWN	FAM	NFQ-MGB	33.078	32.2878	1.1174				false	0.01	false	3	20		Y	N
A5	Bleaching-2015-54	C	UNKNOWN	VIC	NFQ-MGB	31.6121	31.5935	0.0263				false	0.01	false	3	20		N	N
A5	Bleaching-2015-54	D	UNKNOWN	FAM	NFQ-MGB	28.3496	28.0943	0.361				false	0.01	false	3	20		N	N
A6	Bleaching-2015-54	C	UNKNOWN	VIC	NFQ-MGB	31.5749	31.5935	0.0263				false	0.01	false	3	20		N	N
A6	Bleaching-2015-54	D	UNKNOWN	FAM	NFQ-MGB	27.8391	28.0943	0.361				false	0.01	false	3	20		N	N
A7	Recovery-2015-29	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
A7	Recovery-2015-29	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
A8	Recovery-2015-29	C	UNKNOWN	VIC	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
A8	Recovery-2015-29	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
A9	Recovery-2016-2	C	UNKNOWN	VIC	NFQ-MGB	30.7907	31.1334	0.4846				false	0.01	false	3	20		Y	N
A9	Recovery-2016-2	D	UNKNOWN	FAM	NFQ-MGB	27.2908	27.6891	0.5632				false	0.01	false	3	20		Y	N
A10	Recovery-2016-2	C	UNKNOWN	VIC	NFQ-MGB	31.476	31.1334	0.4846				false	0.01	false	3	20		Y	N
A10	Recovery-2016-2	D	UNKNOWN	FAM	NFQ-MGB	28.0873	27.6891	0.5632				false	0.01	false	3	20		Y	N
A11																		N	N
A12																		N	N
B1																		N	N
B2																		N	N
B3	Bleaching-2015-10	C	UNKNOWN	VIC	NFQ-MGB	26.9519	26.8364	0.1634				false	0.01	false	3	20		N	N
B3	Bleaching-2015-10	D	UNKNOWN	FAM	NFQ-MGB	26.6523	26.8799	0.3219				false	0.01	false	3	20		N	N
B4	Bleaching-2015-10	C	UNKNOWN	VIC	NFQ-MGB	26.7209	26.8364	0.1634				false	0.01	false	3	20		N	N
B4	Bleaching-2015-10	D	UNKNOWN	FAM	NFQ-MGB	27.1075	26.8799	0.3219				false	0.01	false	3	20		N	N
B5	Bleaching-2015-55	C	UNKNOWN	VIC	NFQ-MGB	27.0472	26.9351	0.1585				false	0.01	false	3	20		N	Y
B5	Bleaching-2015-55	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
B6	Bleaching-2015-55	C	UNKNOWN	VIC	NFQ-MGB	26.823	26.9351	0.1585				false	0.01	false	3	20		N	Y
B6	Bleaching-2015-55	D	UNKNOWN	FAM	NFQ-MGB	Undetermined						false	0.01	false	3	20		N	Y
B7	Recovery-2015-39	C	UNKNOWN	VIC	NFQ-MGB	29.2359	29.3133	0.1095				false	0.01	false	3	20		Y	N
B7	Recovery-2015-39	D	UNKNOWN	FAM	NFQ-MGB	25.2365	25.593	0.5043				false	0.01	false	3	20		Y	N
